lsl_time,C3,C4,CZ,CP3,CP4,CPZ,FC3,FC4
315977.71091448265,-666.328125,-1236.0125732421875,-1098.8282470703125,-1159.543212890625,-1078.3721923828125,-672.8014526367188,-1309.0816650390625,-1508.94482421875
315977.7149144826,-657.4022827148438,-1225.8636474609375,-1089.080078125,-1149.563720703125,-1069.2344970703125,-664.4546508789062,-1298.934326171875,-1498.866943359375
315977.7189144826,-655.001708984375,-1224.4368896484375,-1087.486328125,-1147.98046875,-1066.764404296875,-661.123291015625,-1297.6258544921875,-1497.0863037109375
315977.72291448264,-663.54638671875,-1234.5157470703125,-1097.088623046875,-1157.8980712890625,-1075.4014892578125,-668.708251953125,-1307.7376708984375,-1506.8504638671875
315977.72691448266,-669.377197265625,-1240.121337890625,-1102.6427001953125,-1163.560546875,-1081.3067626953125,-674.916259765625,-1313.23583984375,-1512.6239013671875
315977.7309144826,-665.863525390625,-1235.3656005859375,-1098.185302734375,-1158.871826171875,-1077.7646484375,-672.3383178710938,-1308.36474609375,-1508.1654052734375
315977.73491448263,-657.866943359375,-1226.3758544921875,-1089.545166015625,-1149.974365234375,-1069.692626953125,-664.8268432617188,-1299.4029541015625,-1499.39892578125
315977.73891448264,-655.7361450195312,-1225.2822265625,-1088.30517578125,-1148.6988525390625,-1067.517333984375,-661.71533203125,-1298.4656982421875,-1498.0015869140625
315977.74291448266,-664.0574951171875,-1235.144775390625,-1097.6982421875,-1158.408203125,-1075.945556640625,-669.1039428710938,-1308.3721923828125,-1507.5859375
315977.7469144826,-669.9757080078125,-1240.8931884765625,-1103.356689453125,-1164.152587890625,-1082.0137939453125,-675.495849609375,-1313.97119140625,-1513.505126953125
315977.75091448263,-666.6343994140625,-1236.2384033203125,-1099.0621337890625,-1159.5887451171875,-1078.6513671875,-673.082275390625,-1309.2310791015625,-1509.13671875
315977.75491448265,-657.652099609375,-1226.155517578125,-1089.3458251953125,-1149.649169921875,-1069.541259765625,-664.6455078125,-1299.1571044921875,-1499.211669921875
315977.75891448266,-655.8660278320312,-1225.512939453125,-1088.5150146484375,-1148.8773193359375,-1067.7916259765625,-661.9002075195312,-1298.7073974609375,-1498.3448486328125
315977.7629144827,-664.4157104492188,-1235.8167724609375,-1098.294189453125,-1159.023681640625,-1076.5721435546875,-669.5090942382812,-1309.03515625,-1508.4017333984375
315977.76691448264,-669.75439453125,-1240.8262939453125,-1103.283203125,-1164.1580810546875,-1081.935791015625,-675.304443359375,-1313.9298095703125,-1513.502685546875
315977.77091448265,-666.2772216796875,-1235.8831787109375,-1098.6968994140625,-1159.3739013671875,-1078.271728515625,-672.6885375976562,-1308.893798828125,-1508.8079833984375
315977.77491448267,-658.2890625,-1226.8824462890625,-1090.015869140625,-1150.5205078125,-1070.1827392578125,-665.175048828125,-1299.94140625,-1500.02490234375
315977.7789144827,-656.11083984375,-1226.0101318359375,-1088.9501953125,-1149.4588623046875,-1068.1802978515625,-662.1105346679688,-1299.280517578125,-1498.98974609375
315977.78291448264,-663.5593872070312,-1235.13525390625,-1097.562744140625,-1158.291748046875,-1075.8466796875,-668.6887817382812,-1308.4351806640625,-1507.8037109375
315977.78691448265,-668.7766723632812,-1239.7066650390625,-1102.1776123046875,-1162.9764404296875,-1080.8516845703125,-674.2593383789062,-1312.9085693359375,-1512.3785400390625
315977.79091448267,-664.9492797851562,-1234.175048828125,-1097.0732421875,-1157.677734375,-1076.6729736328125,-671.2976684570312,-1307.2281494140625,-1506.9468994140625
315977.7949144827,-656.7438354492188,-1224.9364013671875,-1088.183349609375,-1148.5660400390625,-1068.3681640625,-663.6173095703125,-1297.9591064453125,-1497.8426513671875
315977.79891448264,-655.0686645507812,-1224.44580078125,-1087.517822265625,-1147.9075927734375,-1066.77294921875,-661.0608520507812,-1297.5643310546875,-1497.056396484375
315977.80291448266,-663.6173095703125,-1234.4803466796875,-1097.0787353515625,-1157.7896728515625,-1075.3695068359375,-668.687255859375,-1307.6123046875,-1506.7730712890625
315977.8069144827,-668.7332153320312,-1239.241455078125,-1101.818359375,-1162.6273193359375,-1080.4869384765625,-674.2388305664062,-1312.2950439453125,-1511.64013671875
315977.8109144827,-665.3909301757812,-1234.736083984375,-1097.5997314453125,-1158.21728515625,-1077.193115234375,-671.7922973632812,-1307.65478515625,-1507.425048828125
315977.81491448265,-657.0810546875,-1225.4095458984375,-1088.637451171875,-1148.9866943359375,-1068.7813720703125,-663.9955444335938,-1298.2623291015625,-1498.25634765625
315977.81891448266,-654.8972778320312,-1224.349365234375,-1087.3948974609375,-1147.7142333984375,-1066.6015625,-660.906982421875,-1297.3560791015625,-1496.929931640625
315977.8229144827,-663.09521484375,-1234.0731201171875,-1096.634033203125,-1157.2974853515625,-1074.888427734375,-668.1861572265625,-1307.1202392578125,-1506.369873046875
315977.8269144827,-668.1527099609375,-1238.8128662109375,-1101.332763671875,-1162.108154296875,-1079.96142578125,-673.6398315429688,-1311.7569580078125,-1511.2540283203125
315977.83091448265,-665.108642578125,-1234.453857421875,-1097.320556640625,-1157.9224853515625,-1076.8668212890625,-671.468017578125,-1307.3050537109375,-1507.2001953125
315977.83491448266,-656.5234985351562,-1224.7281494140625,-1087.949462890625,-1148.34619140625,-1068.120361328125,-663.4888916015625,-1297.48291015625,-1497.5394287109375
315977.8389144827,-654.2987670898438,-1223.38720703125,-1086.480224609375,-1146.88232421875,-1065.7132568359375,-660.2999877929688,-1296.2938232421875,-1495.8043212890625
315977.8429144827,-662.70751953125,-1233.270263671875,-1095.89013671875,-1156.5860595703125,-1074.156494140625,-667.7335205078125,-1306.264892578125,-1505.3602294921875
315977.84691448265,-668.2666015625,-1238.71142578125,-1101.2379150390625,-1161.9383544921875,-1079.9383544921875,-673.8321533203125,-1311.546630859375,-1510.94873046875
315977.85091448267,-665.3264770507812,-1234.5443115234375,-1097.406982421875,-1157.906494140625,-1077.03125,-671.8182373046875,-1307.3021240234375,-1507.1058349609375
315977.8549144827,-656.9441528320312,-1225.1387939453125,-1088.3636474609375,-1148.6484375,-1068.5450439453125,-663.946533203125,-1297.8651123046875,-1497.880126953125
315977.8589144827,-654.7838745117188,-1224.29248046875,-1087.300048828125,-1147.6077880859375,-1066.5216064453125,-660.8955078125,-1297.1881103515625,-1496.8125
315977.86291448266,-662.8599243164062,-1233.9302978515625,-1096.451171875,-1157.0732421875,-1074.7020263671875,-668.0537719726562,-1306.976806640625,-1506.2265625
315977.86691448267,-668.5383911132812,-1239.1375732421875,-1101.6614990234375,-1162.39892578125,-1080.275634765625,-674.0879516601562,-1312.1341552734375,-1511.5701904296875
315977.8709144827,-665.6666870117188,-1234.715576171875,-1097.6517333984375,-1158.2447509765625,-1077.20654296875,-672.1119995117188,-1307.611328125,-1507.3660888671875
315977.8749144827,-657.114013671875,-1225.036865234375,-1088.3717041015625,-1148.7403564453125,-1068.510009765625,-664.10595703125,-1297.879150390625,-1497.793212890625
315977.87891448266,-654.5835571289062,-1223.7469482421875,-1086.84033203125,-1147.1986083984375,-1066.0675048828125,-660.6557006835938,-1296.7239990234375,-1496.2239990234375
315977.8829144827,-662.7744750976562,-1233.397216796875,-1096.0115966796875,-1156.6685791015625,-1074.3238525390625,-667.9168701171875,-1306.4407958984375,-1505.5450439453125
315977.8869144827,-668.4010009765625,-1238.5955810546875,-1101.21435546875,-1161.96875,-1079.9273681640625,-673.9270629882812,-1311.6126708984375,-1510.86328125
315977.89091448265,-665.25,-1234.088623046875,-1097.0831298828125,-1157.686279296875,-1076.7244873046875,-671.6643676757812,-1307.0882568359375,-1506.6446533203125
315977.89491448266,-656.8592529296875,-1224.758544921875,-1088.1058349609375,-1148.4925537109375,-1068.271728515625,-663.7876586914062,-1297.7376708984375,-1497.489990234375
315977.8989144827,-655.411376953125,-1224.6851806640625,-1087.8040771484375,-1148.160400390625,-1066.9747314453125,-661.3995971679688,-1297.8326416015625,-1497.22216796875
315977.9029144827,-663.8301391601562,-1234.7940673828125,-1097.408447265625,-1158.055419921875,-1075.6138916015625,-668.9485473632812,-1307.9610595703125,-1507.080322265625
315977.90691448265,-668.8391723632812,-1239.2650146484375,-1101.9283447265625,-1162.6767578125,-1080.5418701171875,-674.419189453125,-1312.3250732421875,-1511.61474609375
315977.91091448267,-665.0037231445312,-1233.97021484375,-1097.0281982421875,-1157.59375,-1076.548583984375,-671.4595336914062,-1306.9827880859375,-1506.604736328125
315977.9149144826,-656.4725341796875,-1224.4288330078125,-1087.83154296875,-1148.185302734375,-1067.9005126953125,-663.4129638671875,-1297.430419921875,-1497.2042236328125
315977.91891448264,-655.2195434570312,-1224.651123046875,-1087.7706298828125,-1148.197265625,-1066.8992919921875,-661.294189453125,-1297.8021240234375,-1497.2481689453125
315977.92291448265,-664.38671875,-1235.660400390625,-1098.1962890625,-1158.9661865234375,-1076.4091796875,-669.58056640625,-1308.8253173828125,-1508.1044921875
315977.92691448267,-669.4426879882812,-1240.34912109375,-1102.8465576171875,-1163.712890625,-1081.460693359375,-675.0731811523438,-1313.4237060546875,-1512.951171875
315977.9309144826,-665.4888305664062,-1234.83154296875,-1097.7496337890625,-1158.462158203125,-1077.2559814453125,-671.9711303710938,-1307.8851318359375,-1507.6763916015625
315977.93491448264,-656.8817138671875,-1225.167724609375,-1088.4371337890625,-1148.8043212890625,-1068.4990234375,-663.8735961914062,-1298.203857421875,-1498.1064453125
315977.93891448266,-655.1720581054688,-1224.6885986328125,-1087.7257080078125,-1148.044921875,-1066.8648681640625,-661.2647094726562,-1297.82421875,-1497.295166015625
315977.9429144827,-663.7576904296875,-1234.8485107421875,-1097.3974609375,-1158.046875,-1075.6033935546875,-668.9545288085938,-1308.0035400390625,-1507.1832275390625
315977.9469144826,-668.8486328125,-1239.7406005859375,-1102.22802734375,-1162.9510498046875,-1080.8486328125,-674.5225830078125,-1312.7626953125,-1512.28759765625
315977.95091448264,-665.5167846679688,-1235.1173095703125,-1097.967529296875,-1158.4781494140625,-1077.4698486328125,-672.0690307617188,-1308.1319580078125,-1508.0445556640625
315977.95491448266,-657.3588256835938,-1226.0565185546875,-1089.25341796875,-1149.5462646484375,-1069.25439453125,-664.34326171875,-1299.129150390625,-1499.2191162109375
315977.9589144827,-655.7960815429688,-1225.8232421875,-1088.8052978515625,-1149.177490234375,-1067.8590087890625,-661.86669921875,-1299.023193359375,-1498.716064453125
315977.9629144827,-664.3422241210938,-1235.9176025390625,-1098.424560546875,-1159.11962890625,-1076.5421142578125,-669.5081176757812,-1309.215087890625,-1508.547119140625
315977.96691448265,-669.66650390625,-1240.6583251953125,-1103.2108154296875,-1164.0146484375,-1081.7584228515625,-675.27197265625,-1313.86279296875,-1513.3558349609375
315977.97091448266,-666.02587890625,-1235.401123046875,-1098.3876953125,-1158.9967041015625,-1077.9085693359375,-672.5521850585938,-1308.486572265625,-1508.2623291015625
315977.9749144827,-657.4732055664062,-1225.6158447265625,-1089.0321044921875,-1149.4527587890625,-1069.0946044921875,-664.4346923828125,-1298.69091796875,-1498.5626220703125
