lsl_time,C3,C4,CZ,CP3,CP4,CPZ,FC3,FC4
316045.81891448447,-650.01220703125,-1223.248291015625,-1095.4515380859375,-1168.2103271484375,-1065.2236328125,-662.242431640625,-1333.1893310546875,-1518.0145263671875
316045.8229144845,-644.614501953125,-1217.0552978515625,-1089.4267578125,-1162.1346435546875,-1059.9393310546875,-657.6895751953125,-1326.954833984375,-1512.0908203125
316045.8269144845,-640.6666870117188,-1213.4091796875,-1085.773193359375,-1158.486083984375,-1055.9615478515625,-653.4749145507812,-1323.3936767578125,-1508.361328125
316045.83091448445,-644.4451293945312,-1218.4791259765625,-1090.6363525390625,-1163.444091796875,-1059.632080078125,-655.9474487304688,-1328.7359619140625,-1513.16845703125
316045.83491448447,-649.9052734375,-1224.090576171875,-1096.1519775390625,-1169.0421142578125,-1065.0538330078125,-661.2017211914062,-1334.333984375,-1518.7349853515625
316045.8389144845,-649.30029296875,-1222.5863037109375,-1094.7550048828125,-1167.6417236328125,-1064.5487060546875,-661.5869140625,-1332.5174560546875,-1517.32568359375
316045.8429144845,-644.0230102539062,-1216.4451904296875,-1088.768798828125,-1161.630615234375,-1059.3553466796875,-657.2154541015625,-1326.177490234375,-1511.31396484375
316045.84691448446,-639.8258666992188,-1212.4149169921875,-1084.7435302734375,-1157.6197509765625,-1055.059814453125,-652.7919921875,-1322.20166015625,-1507.1142578125
316045.8509144845,-643.9151000976562,-1217.837158203125,-1089.9029541015625,-1162.9334716796875,-1059.1640625,-655.6886596679688,-1327.7696533203125,-1512.2176513671875
316045.8549144845,-649.88232421875,-1224.218017578125,-1096.1119384765625,-1169.3128662109375,-1065.3875732421875,-661.6298828125,-1334.0546875,-1518.55859375
316045.8589144845,-649.5865478515625,-1223.0469970703125,-1095.083740234375,-1168.3232421875,-1065.24462890625,-662.2888793945312,-1332.697265625,-1517.5833740234375
316045.86291448446,-644.2852783203125,-1216.805419921875,-1089.0645751953125,-1162.2520751953125,-1059.9993896484375,-657.8734130859375,-1326.31982421875,-1511.4832763671875
316045.8669144845,-640.37890625,-1213.160888671875,-1085.416015625,-1158.572509765625,-1056.0780029296875,-653.7387084960938,-1322.771240234375,-1507.7098388671875
316045.8709144845,-644.5006103515625,-1218.5999755859375,-1090.600830078125,-1163.828857421875,-1060.125244140625,-656.5904541015625,-1328.45263671875,-1512.878662109375
316045.8749144845,-649.9027709960938,-1224.218994140625,-1096.0999755859375,-1169.475341796875,-1065.533447265625,-661.8242797851562,-1334.0587158203125,-1518.4971923828125
316045.87891448446,-649.4921264648438,-1222.82763671875,-1094.8824462890625,-1168.2303466796875,-1065.1357421875,-662.2738647460938,-1332.512939453125,-1517.3350830078125
316045.8829144845,-643.9645385742188,-1216.308349609375,-1088.6019287109375,-1161.7989501953125,-1059.578125,-657.5501708984375,-1325.92822265625,-1510.9781494140625
316045.8869144845,-639.872802734375,-1212.3709716796875,-1084.6905517578125,-1157.753662109375,-1055.2950439453125,-653.0867309570312,-1322.084228515625,-1506.9029541015625
316045.8909144845,-643.8845825195312,-1217.6837158203125,-1089.7769775390625,-1162.8291015625,-1059.1934814453125,-655.7846069335938,-1327.6168212890625,-1511.971923828125
316045.89491448447,-649.4801025390625,-1223.552001953125,-1095.544921875,-1168.6324462890625,-1064.759033203125,-661.0948486328125,-1333.5660400390625,-1517.9376220703125
316045.8989144845,-649.1654052734375,-1222.2935791015625,-1094.4627685546875,-1167.4449462890625,-1064.42724609375,-661.5924682617188,-1332.2301025390625,-1516.962890625
316045.9029144845,-643.8905639648438,-1216.0784912109375,-1088.4581298828125,-1161.30078125,-1059.1160888671875,-657.0630493164062,-1325.8927001953125,-1510.9237060546875
316045.9069144845,-640.1381225585938,-1212.7471923828125,-1085.0693359375,-1157.7476806640625,-1055.364013671875,-652.9733276367188,-1322.5654296875,-1507.498046875
316045.91091448447,-643.9805297851562,-1218.0250244140625,-1090.1002197265625,-1162.7281494140625,-1059.1884765625,-655.4848022460938,-1328.1309814453125,-1512.598388671875
316045.9149144845,-649.7833862304688,-1224.151611328125,-1096.10546875,-1168.8482666015625,-1065.00634765625,-660.9774169921875,-1334.3638916015625,-1518.867431640625
316045.9189144845,-649.2128295898438,-1222.686279296875,-1094.7890625,-1167.473876953125,-1064.437744140625,-661.2107543945312,-1332.8187255859375,-1517.7108154296875
316045.9229144845,-643.76171875,-1216.350341796875,-1088.616943359375,-1161.202392578125,-1059.0001220703125,-656.5075073242188,-1326.4227294921875,-1511.5892333984375
316045.9269144845,-640.0806274414062,-1212.9520263671875,-1085.170166015625,-1157.7996826171875,-1055.2611083984375,-652.5386962890625,-1323.06591796875,-1508.0216064453125
316045.9309144845,-644.268798828125,-1218.4700927734375,-1090.4425048828125,-1163.2427978515625,-1059.4747314453125,-655.6292114257812,-1328.7359619140625,-1513.1954345703125
316045.9349144845,-649.678955078125,-1224.003173828125,-1095.8951416015625,-1168.8792724609375,-1064.9359130859375,-661.0313720703125,-1334.2025146484375,-1518.6370849609375
316045.9389144845,-649.2078247070312,-1222.5543212890625,-1094.6322021484375,-1167.624267578125,-1064.5577392578125,-661.5949096679688,-1332.5848388671875,-1517.380126953125
316045.9429144845,-644.1009521484375,-1216.5721435546875,-1088.865234375,-1161.806884765625,-1059.605712890625,-657.5376586914062,-1326.4188232421875,-1511.519775390625
316045.9469144845,-640.4049072265625,-1213.1888427734375,-1085.5079345703125,-1158.466552734375,-1055.946533203125,-653.6517944335938,-1323.1209716796875,-1507.985107421875
316045.9509144845,-644.8478393554688,-1218.8763427734375,-1091.0240478515625,-1164.1390380859375,-1060.360107421875,-656.9166870117188,-1329.022705078125,-1513.374267578125
316045.95491448446,-650.2510375976562,-1224.4613037109375,-1096.5291748046875,-1169.800537109375,-1065.836181640625,-662.2474365234375,-1334.57080078125,-1518.9613037109375
316045.9589144845,-649.483642578125,-1222.7581787109375,-1094.986328125,-1168.25732421875,-1065.148193359375,-662.4672241210938,-1332.707763671875,-1517.43603515625
316045.9629144845,-644.3826904296875,-1216.7259521484375,-1089.1600341796875,-1162.39697265625,-1060.0782470703125,-658.233642578125,-1326.5382080078125,-1511.5382080078125
316045.9669144845,-640.7326049804688,-1213.3046875,-1085.7313232421875,-1158.9766845703125,-1056.30029296875,-654.25732421875,-1323.1319580078125,-1507.9111328125
316045.97091448447,-644.7738647460938,-1218.7154541015625,-1090.8392333984375,-1164.2154541015625,-1060.30712890625,-657.0470581054688,-1328.699462890625,-1512.99755859375
316045.9749144845,-650.3933715820312,-1224.5537109375,-1096.5291748046875,-1170.0347900390625,-1065.946533203125,-662.4971923828125,-1334.4722900390625,-1518.847900390625
316045.97891448444,-649.4336547851562,-1222.644287109375,-1094.756591796875,-1168.2232666015625,-1064.98779296875,-662.4197998046875,-1332.3380126953125,-1517.1373291015625
316045.98291448446,-643.795654296875,-1216.093994140625,-1088.36767578125,-1161.7650146484375,-1059.3433837890625,-657.5736694335938,-1325.6983642578125,-1510.7718505859375
316045.98691448447,-639.979248046875,-1212.496337890625,-1084.760498046875,-1158.119384765625,-1055.3665771484375,-653.3545532226562,-1322.2601318359375,-1507.0552978515625
316045.9909144845,-644.419677734375,-1218.229248046875,-1090.255126953125,-1163.635009765625,-1059.6771240234375,-656.4295654296875,-1328.2752685546875,-1512.5689697265625
316045.99491448444,-649.7848510742188,-1223.6959228515625,-1095.6558837890625,-1169.076171875,-1064.9698486328125,-661.5679321289062,-1333.8453369140625,-1518.0794677734375
316045.99891448446,-648.860595703125,-1221.7110595703125,-1093.8802490234375,-1167.1851806640625,-1063.9981689453125,-661.5040283203125,-1331.740478515625,-1516.29296875
316046.0029144845,-643.5009155273438,-1215.4534912109375,-1087.82958984375,-1160.9560546875,-1058.7203369140625,-657.0250854492188,-1325.2691650390625,-1510.184814453125
316046.0069144845,-640.088623046875,-1212.4874267578125,-1084.8399658203125,-1157.87255859375,-1055.35400390625,-653.298583984375,-1322.30712890625,-1507.1478271484375
316046.01091448445,-644.2952880859375,-1218.075927734375,-1090.1937255859375,-1163.30419921875,-1059.5272216796875,-656.1492919921875,-1328.161376953125,-1512.5584716796875
316046.01491448446,-649.6400146484375,-1223.64599609375,-1095.6668701171875,-1168.9222412109375,-1064.8944091796875,-661.2492065429688,-1333.847900390625,-1518.23583984375
316046.0189144845,-649.0504760742188,-1222.1651611328125,-1094.35986328125,-1167.6087646484375,-1064.3968505859375,-661.5164794921875,-1332.2821044921875,-1517.0443115234375
316046.0229144845,-643.968017578125,-1216.2274169921875,-1088.6094970703125,-1161.7554931640625,-1059.40234375,-657.2958984375,-1326.200439453125,-1511.281494140625
316046.0269144845,-640.1605834960938,-1212.7431640625,-1085.1092529296875,-1158.21533203125,-1055.5513916015625,-653.1571655273438,-1322.7657470703125,-1507.6353759765625
316046.03091448447,-644.3602294921875,-1218.1783447265625,-1090.3001708984375,-1163.4810791015625,-1059.6771240234375,-656.1552734375,-1328.3447265625,-1512.703369140625
316046.0349144845,-650.076171875,-1224.026611328125,-1096.0555419921875,-1169.37841796875,-1065.4085693359375,-661.7738037109375,-1334.194091796875,-1518.4981689453125
316046.0389144845,-649.9987182617188,-1223.04248046875,-1095.2197265625,-1168.5545654296875,-1065.4365234375,-662.630126953125,-1333.0699462890625,-1517.7208251953125
316046.0429144845,-644.3632202148438,-1216.4971923828125,-1088.86279296875,-1162.11767578125,-1059.8524169921875,-657.9263916015625,-1326.2703857421875,-1511.259521484375
316046.04691448447,-640.2999877929688,-1212.8546142578125,-1085.190673828125,-1158.375732421875,-1055.838623046875,-653.6093139648438,-1322.5943603515625,-1507.4439697265625
316046.0509144845,-644.4326782226562,-1218.3272705078125,-1090.4215087890625,-1163.7174072265625,-1059.976806640625,-656.5799560546875,-1328.1534423828125,-1512.5833740234375
316046.0549144845,-649.7454223632812,-1223.7269287109375,-1095.752197265625,-1169.1416015625,-1065.2451171875,-661.768798828125,-1333.568115234375,-1517.931640625
316046.0589144845,-649.1519165039062,-1222.021240234375,-1094.2359619140625,-1167.559326171875,-1064.543701171875,-661.9696655273438,-1331.7979736328125,-1516.44189453125
316046.0629144845,-643.8041381835938,-1215.898193359375,-1088.248779296875,-1161.5081787109375,-1059.3138427734375,-657.4547729492188,-1325.5155029296875,-1510.547607421875
316046.0669144845,-640.4393310546875,-1213.0419921875,-1085.3370361328125,-1158.5469970703125,-1056.0010986328125,-653.7896728515625,-1322.710205078125,-1507.639892578125
316046.0709144845,-644.6909790039062,-1218.657470703125,-1090.69677734375,-1164.0062255859375,-1060.2391357421875,-656.8032836914062,-1328.526123046875,-1513.008544921875
316046.0749144845,-649.9332885742188,-1224.0196533203125,-1095.97509765625,-1169.380859375,-1065.43603515625,-661.9041748046875,-1333.9078369140625,-1518.38427734375
316046.0789144845,-649.10791015625,-1222.0552978515625,-1094.2294921875,-1167.514404296875,-1064.4921875,-661.93017578125,-1331.8519287109375,-1516.5897216796875
316046.0829144845,-643.5813598632812,-1215.4835205078125,-1087.896484375,-1161.0675048828125,-1058.877685546875,-657.1904296875,-1325.166259765625,-1510.143310546875
316046.0869144845,-640.22900390625,-1212.6732177734375,-1085.0118408203125,-1158.162353515625,-1055.6043701171875,-653.43896484375,-1322.4874267578125,-1507.3046875
316046.0909144845,-644.7264404296875,-1218.745849609375,-1090.7872314453125,-1164.068115234375,-1060.2261962890625,-656.6419067382812,-1328.8878173828125,-1513.2938232421875
316046.0949144845,-650.475830078125,-1224.7271728515625,-1096.64208984375,-1170.0673828125,-1066.0054931640625,-662.2454223632812,-1334.91748046875,-1519.342041015625
316046.0989144845,-649.7399291992188,-1223.0,-1095.0877685546875,-1168.49609375,-1065.2625732421875,-662.3463134765625,-1333.0460205078125,-1517.86572265625
316046.1029144845,-644.1248779296875,-1216.4986572265625,-1088.7498779296875,-1162.085205078125,-1059.6771240234375,-657.5357055664062,-1326.4083251953125,-1511.5252685546875
316046.1069144845,-640.2984619140625,-1212.93603515625,-1085.1607666015625,-1158.47705078125,-1055.7547607421875,-653.3740234375,-1322.901123046875,-1507.7373046875
316046.1109144845,-644.3927001953125,-1218.2528076171875,-1090.22265625,-1163.6654052734375,-1059.7705078125,-656.2697143554688,-1328.29931640625,-1512.659912109375
316046.1149144845,-650.03515625,-1224.0806884765625,-1095.93115234375,-1169.5567626953125,-1065.5263671875,-661.90869140625,-1334.0511474609375,-1518.4322509765625
316046.1189144845,-649.1953735351562,-1222.2606201171875,-1094.2684326171875,-1167.9169921875,-1064.7550048828125,-662.0136108398438,-1332.0552978515625,-1516.780029296875
