lsl_time,C3,C4,CZ,CP3,CP4,CPZ,FC3,FC4
313140.78757290647,92.28520202636719,-255.42674255371094,-212.69241333007812,-338.9894104003906,160.07948303222656,265.1944274902344,124.0113296508789,-501.57989501953125
313140.7915729065,93.12552642822266,-254.25218200683594,-211.44142150878906,-337.7958679199219,161.2725372314453,266.3605041503906,124.91710662841797,-500.44830322265625
313140.79557290644,94.61483764648438,-252.34420776367188,-209.56341552734375,-335.8913879394531,163.04611206054688,268.1600646972656,126.65771484375,-498.58929443359375
313140.79957290646,94.5558853149414,-252.50857543945312,-209.78224182128906,-335.9878234863281,162.7708282470703,267.8423156738281,126.64022827148438,-498.64923095703125
313140.8035729065,93.39631652832031,-254.03135681152344,-211.34849548339844,-337.5590515136719,161.39244079589844,266.46392822265625,125.39472198486328,-500.1395568847656
313140.8075729065,92.15430450439453,-255.56463623046875,-212.86927795410156,-339.2147521972656,159.92860412597656,265.0600280761719,124.00983428955078,-501.6673278808594
313140.81157290644,93.07357025146484,-254.5244598388672,-211.71669006347656,-338.1515808105469,160.9602813720703,265.96881103515625,124.955078125,-500.6516418457031
313140.81557290646,94.57237243652344,-252.75987243652344,-209.91363525390625,-336.2296142578125,162.6504364013672,267.7279052734375,126.59176635742188,-498.9225158691406
313140.8195729065,94.42998504638672,-252.73190307617188,-210.09498596191406,-336.3355407714844,162.7403564453125,267.7713623046875,126.52481842041016,-499.0379333496094
313140.8235729065,93.02361297607422,-254.32261657714844,-211.75466918945312,-338.0242004394531,161.06919860839844,266.14666748046875,125.0295181274414,-500.6001892089844
313140.82757290645,92.0074234008789,-255.7489776611328,-213.07411193847656,-339.25921630859375,159.6453399658203,264.8926696777344,123.69657897949219,-501.8741760253906
313140.83157290646,93.21595764160156,-254.468505859375,-211.60028076171875,-337.7793884277344,160.89833068847656,266.16864013671875,124.90161895751953,-500.5062561035156
313140.8355729065,94.72724914550781,-252.50657653808594,-209.65484619140625,-335.86590576171875,162.72537231445312,267.90875244140625,126.70068359375,-498.5722961425781
313140.8395729065,94.98554229736328,-251.9989776611328,-209.41354370117188,-335.5716552734375,163.17601013183594,268.4183654785156,127.03691101074219,-498.19110107421875
313140.8435729065,93.5666732788086,-253.6531524658203,-211.08070373535156,-337.28826904296875,161.6392364501953,266.8910827636719,125.60855102539062,-499.79083251953125
313140.84757290647,91.95646667480469,-255.4542236328125,-212.8602752685547,-339.1482849121094,159.72776794433594,265.0020751953125,123.89642333984375,-501.5604248046875
313140.8515729065,92.80428314208984,-254.4595184326172,-211.75416564941406,-338.0651550292969,160.51963806152344,265.8209228515625,124.75923156738281,-500.5282287597656
313140.8555729065,94.19467163085938,-252.69741821289062,-209.98507690429688,-336.17315673828125,162.2907257080078,267.52655029296875,126.24404907226562,-498.732666015625
313140.8595729065,94.24463653564453,-252.7368927001953,-209.98158264160156,-336.0252990722656,162.31320190429688,267.46160888671875,126.39791870117188,-498.5872802734375
313140.86357290647,93.24493408203125,-254.08731079101562,-211.35948181152344,-337.42767333984375,160.8653564453125,265.9873046875,125.24484252929688,-499.9272155761719
313140.8675729065,92.229248046875,-255.37478637695312,-212.6394500732422,-338.6771545410156,159.68679809570312,265.0140686035156,123.93189239501953,-501.25164794921875
313140.8715729065,93.0311050415039,-254.2776641845703,-211.5703125,-337.68994140625,160.6785125732422,265.9703063964844,124.76522827148438,-500.29541015625
313140.8755729065,94.67129516601562,-252.3062286376953,-209.7093048095703,-335.82293701171875,162.7168731689453,267.8942565917969,126.5068359375,-498.5992736816406
313140.8795729065,94.6258316040039,-252.5560302734375,-209.86917114257812,-335.9708251953125,162.6734161376953,267.9397277832031,126.60325622558594,-498.8166198730469
313140.8835729065,93.22045135498047,-254.28515625,-211.5843048095703,-337.5660705566406,160.9622802734375,266.3544921875,125.1179428100586,-500.4118347167969
313140.8875729065,92.25971984863281,-255.6590576171875,-212.86277770996094,-338.8570251464844,159.61386108398438,265.09600830078125,123.87793731689453,-501.7287902832031
313140.8915729065,93.17098999023438,-254.44203186035156,-211.6297607421875,-337.6984558105469,160.67601013183594,266.10919189453125,124.77571868896484,-500.629150390625
313140.8955729065,95.06697845458984,-252.51107788085938,-209.51844787597656,-335.4962158203125,162.6724090576172,267.9177551269531,126.81259155273438,-498.60577392578125
313140.8995729065,94.83116912841797,-252.50308227539062,-209.66433715820312,-335.6426086425781,162.7113800048828,267.8617858886719,126.68718719482422,-498.65472412109375
313140.9035729065,93.59365844726562,-253.79754638671875,-211.09169006347656,-337.08642578125,161.26504516601562,266.4454345703125,125.45367431640625,-499.8812561035156
313140.9075729065,92.45406341552734,-255.29434204101562,-212.52255249023438,-338.5207824707031,159.80270385742188,265.0090637207031,124.0767822265625,-501.3350830078125
313140.9115729065,93.42279052734375,-254.03036499023438,-211.21409606933594,-337.2353210449219,161.12765502929688,266.31103515625,125.02801513671875,-500.17852783203125
313140.9155729065,94.75822448730469,-252.47760009765625,-209.576904296875,-335.5321960449219,162.57049560546875,267.77685546875,126.53031921386719,-498.4793701171875
313140.9195729065,94.90660858154297,-252.43612670898438,-209.52694702148438,-335.4247741699219,162.5270233154297,267.72039794921875,126.81558990478516,-498.2525634765625
313140.92357290647,93.6041488647461,-253.9529266357422,-211.0657196044922,-336.98651123046875,161.16062927246094,266.3440246582031,125.48365020751953,-499.7078857421875
313140.9275729065,92.38761901855469,-255.21340942382812,-212.50706481933594,-338.5547790527344,159.68780517578125,264.8901672363281,124.05030059814453,-501.1397399902344
313140.9315729065,93.41829681396484,-254.13478088378906,-211.29302978515625,-337.39068603515625,160.7069854736328,265.9713134765625,125.06449127197266,-500.1070861816406
313140.9355729065,95.19037628173828,-252.04544067382812,-209.2301788330078,-335.38629150390625,162.90272521972656,268.0836181640625,127.04390716552734,-498.12615966796875
313140.93957290647,94.84715270996094,-252.34671020507812,-209.56442260742188,-335.6920471191406,162.69589233398438,267.8897705078125,126.83407592773438,-498.38995361328125
313140.9435729065,93.70806121826172,-253.76657104492188,-210.9757843017578,-337.0839538574219,161.33547973632812,266.5893249511719,125.64352416992188,-499.7138977050781
313140.94757290644,92.60394287109375,-255.23239135742188,-212.32220458984375,-338.42535400390625,159.94509887695312,265.2613830566406,124.3021011352539,-501.0887756347656
313140.95157290646,93.71056365966797,-254.015869140625,-211.106689453125,-337.1379089355469,160.92181396484375,266.3160400390625,125.23135375976562,-500.00665283203125
313140.9555729065,95.20286560058594,-252.34671020507812,-209.468994140625,-335.480224609375,162.66741943359375,268.1036071777344,126.87254333496094,-498.5043640136719
313140.9595729065,95.30528259277344,-252.75537109375,-209.8621826171875,-335.92987060546875,162.84378051757812,268.37188720703125,127.14382934570312,-499.2002868652344
313140.96357290645,93.85894012451172,-254.59890747070312,-211.75616455078125,-337.8837890625,161.19808959960938,266.763671875,125.67649841308594,-501.1237487792969
313140.96757290646,92.77880859375,-256.042236328125,-213.11807250976562,-339.19525146484375,159.70977783203125,265.2998352050781,124.30859375,-502.4297180175781
313140.9715729065,93.81797790527344,-254.55343627929688,-211.68272399902344,-337.7469177246094,160.89083862304688,266.37847900390625,125.23485565185547,-501.00634765625
313140.9755729065,95.04898834228516,-252.74588012695312,-209.90164184570312,-335.8509216308594,162.42611694335938,267.7783508300781,126.64372253417969,-499.1113586425781
313140.97957290645,95.07247161865234,-252.55453491210938,-209.82171630859375,-335.5381774902344,162.626953125,268.13507080078125,126.6891860961914,-498.8775634765625
313140.98357290647,93.66210174560547,-254.16375732421875,-211.49386596679688,-337.12640380859375,161.0232391357422,266.634765625,125.19888305664062,-500.3528747558594
313140.9875729065,92.60444641113281,-255.6785430908203,-212.9527130126953,-338.63470458984375,159.64633178710938,265.26837158203125,123.92340087890625,-501.88165283203125
313140.9915729065,93.80049133300781,-254.44952392578125,-211.61627197265625,-337.2887878417969,160.92330932617188,266.623779296875,124.9930419921875,-500.7975158691406
313140.99557290645,95.15640258789062,-252.701416015625,-209.86817932128906,-335.52569580078125,162.60147094726562,268.2869567871094,126.5542984008789,-499.06689453125
313140.99957290647,94.9995346069336,-252.92674255371094,-210.10198974609375,-335.78497314453125,162.3177032470703,267.9392395019531,126.59676361083984,-499.10888671875
313141.0035729065,93.35784149169922,-254.9875946044922,-212.12086486816406,-337.84332275390625,160.2918243408203,265.9598083496094,124.95457458496094,-501.016357421875
313141.0075729065,92.29769134521484,-256.3759765625,-213.6091766357422,-339.5444641113281,159.4105224609375,265.2708740234375,123.75553894042969,-502.84588623046875
313141.01157290646,93.25492858886719,-255.4941864013672,-212.56800842285156,-338.6796569824219,160.6460418701172,266.4819030761719,124.7882080078125,-502.2253723144531
313141.0155729065,94.82017517089844,-253.71360778808594,-210.7100067138672,-336.8825988769531,162.47157287597656,268.12457275390625,126.5562973022461,-500.4712829589844
313141.0195729065,94.86863708496094,-253.36138916015625,-210.5861053466797,-336.6962585449219,162.60496520996094,268.25299072265625,126.66271209716797,-500.1555480957031
313141.02357290644,93.9039077758789,-254.5254669189453,-211.84059143066406,-337.8883056640625,161.322998046875,266.98699951171875,125.55559539794922,-501.2476501464844
313141.02757290646,93.03810119628906,-255.76846313476562,-213.0091552734375,-338.9874267578125,160.07948303222656,265.7874450683594,124.35255432128906,-502.384765625
313141.0315729065,93.85944366455078,-254.67184448242188,-211.82960510253906,-337.8877868652344,161.13763427734375,266.86260986328125,125.16890716552734,-501.3820495605469
313141.03557290643,95.44467163085938,-252.89076232910156,-209.9700927734375,-336.1446838378906,162.8837432861328,268.4812927246094,126.98695373535156,-499.6014709472656
313141.03957290645,95.21286010742188,-252.8597869873047,-210.02655029296875,-336.1122131347656,162.58299255371094,268.0231628417969,126.90201568603516,-499.28125
313141.0435729064,93.8574447631836,-254.22470092773438,-211.45440673828125,-337.4431457519531,160.91482543945312,266.2410888671875,125.53561401367188,-500.284423828125
313141.0475729064,92.36863708496094,-255.78346252441406,-213.0121612548828,-338.9139709472656,159.21617126464844,264.6478576660156,123.82398223876953,-501.7157897949219
313141.05157290644,93.4083023071289,-254.3875732421875,-211.65174865722656,-337.5965270996094,160.48565673828125,265.8813781738281,124.78071594238281,-500.4762878417969
313141.05557290645,94.92059326171875,-252.56253051757812,-209.76675415039062,-335.7330322265625,162.4276123046875,267.71942138671875,126.48035430908203,-498.6552429199219
313141.0595729064,94.96855926513672,-252.42764282226562,-209.79823303222656,-335.70703125,162.50404357910156,267.852294921875,126.60775756835938,-498.5693054199219
313141.0635729064,93.69557189941406,-253.73159790039062,-211.2305908203125,-337.1139221191406,161.11715698242188,266.4389343261719,125.32128143310547,-499.83929443359375
313141.06757290644,92.44857025146484,-255.28884887695312,-212.68641662597656,-338.4928283691406,159.58238220214844,264.98809814453125,123.85095977783203,-501.30511474609375
313141.07157290645,93.3673324584961,-254.27166748046875,-211.59129333496094,-337.3407287597656,160.71397399902344,266.2301025390625,124.62583923339844,-500.3933410644531
313141.0755729064,94.70626831054688,-252.3007354736328,-209.71829223632812,-335.4652404785156,162.5000457763672,267.77386474609375,126.2115707397461,-498.3894348144531
313141.0795729064,94.5039291381836,-252.4071502685547,-209.87716674804688,-335.5646667480469,162.25823974609375,267.4576110839844,126.19608306884766,-498.3265075683594
313141.08357290644,93.41929626464844,-253.90646362304688,-211.3314971923828,-336.9010925292969,160.73046875,266.0102844238281,124.912109375,-499.6439514160156
313141.08757290646,92.11933135986328,-255.25437927246094,-212.72088623046875,-338.2590026855469,159.254150390625,264.6503601074219,123.41030883789062,-500.9998474121094
313141.0915729065,93.0256118774414,-254.2561798095703,-211.59478759765625,-337.193359375,160.15992736816406,265.5261535644531,124.362548828125,-500.003662109375
313141.09557290643,94.73124694824219,-252.4176483154297,-209.62586975097656,-335.2284240722656,161.88255310058594,267.1298828125,126.25203704833984,-498.1036682128906
313141.09957290645,94.79519653320312,-252.3976593017578,-209.6683349609375,-335.25341796875,162.03892517089844,267.3277282714844,126.42440032958984,-498.1111755371094
313141.10357290646,93.56417846679688,-253.70811462402344,-211.10269165039062,-336.7132263183594,160.9727783203125,266.4179382324219,125.1124496459961,-499.5260314941406
313141.1075729065,92.50202941894531,-254.86419677734375,-212.24876403808594,-337.87030029296875,159.72877502441406,265.15545654296875,123.81698608398438,-500.5951843261719
313141.11157290643,93.26441955566406,-253.9099578857422,-211.20260620117188,-336.89959716796875,160.4986572265625,265.8493957519531,124.54490661621094,-499.5790100097656
313141.11557290645,94.34754943847656,-252.23379516601562,-209.64584350585938,-335.3923034667969,161.76463317871094,266.968017578125,125.9033203125,-497.83489990234375
313141.11957290646,94.1087417602539,-252.37017822265625,-209.91513061523438,-335.6865539550781,161.4558868408203,266.4404296875,125.7914047241211,-497.891357421875
313141.1235729065,92.8767318725586,-253.88746643066406,-211.42442321777344,-337.1763610839844,160.1844024658203,265.2593688964844,124.50443267822266,-499.34417724609375
313141.12757290644,91.88402557373047,-255.38526916503906,-212.88575744628906,-338.67767333984375,159.0583038330078,264.3001403808594,123.2859115600586,-501.0752868652344
313141.13157290645,93.0860595703125,-254.35009765625,-211.78964233398438,-337.6579895019531,160.20738220214844,265.47271728515625,124.41600799560547,-500.3503723144531
313141.13557290647,94.7122573852539,-252.69992065429688,-210.10398864746094,-336.0367736816406,161.9964599609375,267.18084716796875,126.259033203125,-498.81561279296875
313141.1395729065,94.94457244873047,-252.73838806152344,-210.12796020507812,-336.0732421875,162.38314819335938,267.71240234375,126.5877685546875,-498.9659729003906
313141.14357290644,93.89741516113281,-254.30963134765625,-211.64874267578125,-337.5046081542969,161.1451416015625,266.7516784667969,125.37623596191406,-500.59619140625
313141.14757290646,92.62242889404297,-255.9228515625,-213.15354919433594,-339.01141357421875,159.67431640625,265.50567626953125,123.91240692138672,-502.19891357421875
313141.15157290647,93.5386962890625,-254.80224609375,-211.94601440429688,-337.83184814453125,160.6170654296875,266.375,124.8096923828125,-501.0982971191406
313141.1555729065,95.0534896850586,-252.74139404296875,-209.9591064453125,-335.8359375,162.4945526123047,268.132080078125,126.52182006835938,-499.03192138671875
313141.15957290644,94.86913299560547,-252.7573699951172,-210.05801391601562,-335.932861328125,162.37464904785156,267.8503112792969,126.5078353881836,-498.90155029296875
313141.16357290646,93.20696258544922,-254.4395294189453,-211.8420867919922,-337.689453125,160.63055419921875,266.13916015625,124.86914825439453,-500.4278259277344
313141.1675729065,92.10834503173828,-255.65255737304688,-213.08010864257812,-338.9384460449219,159.3330841064453,264.7862548828125,123.55569458007812,-501.5779113769531
313141.1715729065,93.2908935546875,-254.3960723876953,-211.74517822265625,-337.6694641113281,160.51214599609375,265.97930908203125,124.66980743408203,-500.4388122558594
313141.17557290645,94.92708587646484,-252.7283935546875,-210.02105712890625,-335.9348449707031,162.21678161621094,267.62799072265625,126.38442993164062,-498.840576171875
313141.17957290646,94.8361587524414,-252.8378143310547,-210.16493225097656,-336.0392761230469,162.28172302246094,267.70892333984375,126.42040252685547,-498.85406494140625
313141.1835729065,93.82496643066406,-253.91244506835938,-211.343994140625,-337.08544921875,161.02772521972656,266.5413513183594,125.29879760742188,-499.8677673339844
313141.1875729065,92.53350067138672,-255.24539184570312,-212.69541931152344,-338.4743347167969,159.47247314453125,264.96612548828125,123.80549621582031,-501.2062072753906
313141.1915729065,93.42878723144531,-254.32261657714844,-211.60528564453125,-337.43914794921875,160.57858276367188,266.1127014160156,124.6598129272461,-500.38037109375
313141.19557290646,95.138916015625,-252.4511260986328,-209.70030212402344,-335.6146240234375,162.64393615722656,268.06463623046875,126.59027099609375,-498.6207580566406
313141.1995729065,94.89611053466797,-252.76187133789062,-210.0205535888672,-336.0148010253906,162.33319091796875,267.657470703125,126.52232360839844,-498.8790588378906
313141.2035729065,93.608642578125,-254.31263732910156,-211.5758056640625,-337.5850524902344,160.90682983398438,266.3554992675781,125.17140197753906,-500.47576904296875
313141.2075729065,92.55198669433594,-255.599609375,-212.83929443359375,-338.9599304199219,159.69129943847656,265.1614685058594,123.94788360595703,-501.8192138671875
313141.21157290647,93.69207763671875,-254.41705322265625,-211.56732177734375,-337.7359313964844,160.79092407226562,266.3225402832031,125.01602935791016,-500.68560791015625
313141.2155729065,95.22434997558594,-252.58950805664062,-209.7622528076172,-335.9048767089844,162.67691040039062,268.22100830078125,126.73365020751953,-498.98046875
313141.2195729065,94.98954010009766,-252.85279846191406,-210.08050537109375,-336.2116394042969,162.40562438964844,267.9152526855469,126.65921020507812,-499.1883239746094
313141.2235729065,93.88691711425781,-254.21971130371094,-211.46189880371094,-337.56854248046875,161.03521728515625,266.5678405761719,125.461669921875,-500.412841796875
